-0,286112751865894
1,00966155560986
1,51880764246636
-0,286410821583727
-0,96829704380217
-0,171856161448171
0,654957555837865
-1,14554140248053
-0,0731571121319653
1,39309404820209
-1,72159238382277
1,29403358567727
-0,950878890635964
-0,301261470793621
-0,408092840811946
-2,75751059672887
0,0949426237436603
0,352403461156571
-0,224576328944007
0,0752843929178228
-0,18389362739839
-1,2286287368275
0,370924081450979
0,824943208647355
-0,383046842651475
0,558810452724935
-0,864846993800285
-1,22789378730844
-2,14137303496531
0,178956612422814
-0,998182617818792
-0,423504214067839
1,06233639309567
0,0401045250287331
1,29255120276424
-0,909700898504269
1,51249489162413
-0,382545718079042
0,990107274732397
-0,192002841014347
0,0193418353975551
0,178671867141226
0,690365861954764
-0,816900110330574
-0,636988614517764
-0,249257912656802
-2,63007022684006
1,03721297749634
-0,780526387313172
0,338745518380153
-0,463104501805991
-0,0959822915338201
-0,407170545717129
1,1495672301705
-1,06423223427206
-1,00144561924478
-0,789591397140005
-0,902421002971228
1,31976940077084
0,418339786990826
2,21697298855331
-0,716062545163002
0,965590008536988
0,376840068654377
1,61619256904296
-0,0867028765961017
-0,114687212070903
0,870406379126083
1,09673929082468
0,369271355540771
-0,475668275692864
1,94950232192074
-0,127320638691722
1,2524552998764
-1,0686231684887
-0,104784687593816
0,467535827025273
-0,451502065321559
-1,36191091300478
-0,0451011710349432
-1,13597787453753
-1,31089832063704
0,862852355351878
2,01949118979311
-0,708940005055712
-1,65094914960131
-0,755366272648844
1,83328979267507
0,239346845202342
-1,48113321598259
0,114138258266357
-0,508637307385983
-0,602596427733544
-0,485243017456609
-0,526223593626919
0,795249803154041
1,03057949592822
-0,278904606295073
-1,56302157181066
0,645995223347627
0,0984201428484095
2,05490902229095
0,648981413514334
0,0854926482343975
-0,617514816069697
-1,08540476585146
-0,482078744004149
0,154904657329506
-0,706743905262346
-0,798779241799774
1,24286394635415
-0,598110693264601
0,0909884720308489
-0,526843763494937
0,0384588813805278
0,389506279144541
-0,234215053330406
0,456394532117273
1,98276819069554
-0,439337408883547
1,15360488927536
-0,429837864168612
-1,68046923411944
0,186921649048597
0,565194090861136
-0,549041000615917
0,731240304483726
0,444892342279267
-0,554971167454079
1,09719642047882
0,463769036501263
-1,31064287681223
0,643103770129915
-0,504675651166281
-1,73116789613771
0,0230502843599613
-0,207309404553981
1,21107424420612
-1,41694816735631
-1,03711060823301
-0,272881764946037
0,999294059808862
-0,0282818944293757
-0,575106553514267
-0,994455459568565
-0,545968434512158
0,240636951973249
-1,44529154394843
0,420838088068856
-0,577949717466609
-0,0357078201243095
0,14853462219505
-0,236430808196079
0,65150727652432
0,724753634647656
-0,894570654830428
-1,45543355468878
-0,268817083769264
-1,25468647865682
0,9487703966198
0,418457071808319
-0,845801341731712
0,784664565768788
-1,16249233384394
0,291622300586419
-1,73364534638213
0,396695644282942
-1,00835293581507
-2,12449025353416
-0,0641954511237569
-0,929199082720356
0,369282407478036
-1,01754062040735
-0,297485139351137
2,10490720796742
-1,47470908561745
-0,199402533638348
-1,07011539251905
1,70154406911341
1,33607652072831
1,14344399002721
0,091808093915378
2,62512324067697
1,36281336251644
-0,517459057367788
-0,809294411583041
1,15414204646551
-0,187148800240605
-0,518467206194724
0,9234184507279
-0,188033012749205
-0,335344013890244
-0,416322482614631
1,79621450086065
0,155667199309493
-1,00337633027909
1,72516850297988
0,620598102284246
-0,677441150999966
0,691706473191316
-0,52962716391938
0,320619809271778
-0,952788894285758
-0,703616533863137
0,650348440548507
0,72472739871774
0,833076975105289
0,624788722917638
-1,30456918639931
0,136578310078875
0,524490469229057
2,17794288574612
-0,809745187155655
-1,24666385792154
0,984190712454731
1,3018293373453
0,323979593459592
1,31037303936803
-0,37908134434727
-2,19103842010545
0,0696875756095261
-2,75247114043637
-0,279417104132211
0,0805184330909404
-1,56505683167581
-0,627893038996393
-1,19897277903804
-1,61361290766179
0,806523296734152
-0,309368866244057
-0,201025402411293
0,82113630269701
0,0588789579119785
0,0128866002130984
0,0143092672170769
-1,98189948919069
1,51152639597383
-1,71447150956524
0,0491530291579323
-1,04373817080449
2,11678984667136
-0,0939004409952908
0,536308007913285
-1,08604311366691
-0,933256444748808
-0,0197934496338526
-1,32670801405899
1,10854681874601
